Tip100	OpenChrVG	tpm	type	Arid3a	MEIS1	NFIX	SOX9	SOX10	NFATC1	ATF4	Ddit3Cebpa	ZBTB26	JUN	TBX3	Dlx4	TFAP4
SVSP_Cat1-hAT-Tip100_20	TRUE	1733.43	enhancer	5	1	1	2	2	2	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_21	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_22	TRUE	2555.36	enhancer	5	1	1	2	2	2	0	0	2	0	0	1	1
SVSP_Cat1-hAT-Tip100_23	TRUE	2555.36	promoter	5	1	1	2	2	3	1	3	1	1	1	2	1
SVSP_Cat1-hAT-Tip100_24	TRUE	1693.02	promoter	6	1	1	2	2	2	1	3	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_25	FALSE	1693.02	promoter	5	1	1	2	2	4	1	2	2	1	1	3	1
SVSP_Cat1-hAT-Tip100_26	TRUE	157.281	promoter	7	1	1	1	0	3	1	2	2	0	2	2	1
SVSP_Cat1-hAT-Tip100_27	TRUE	NA	NA	7	0	1	1	2	3	1	3	1	1	2	2	1
SVSP_Cat1-hAT-Tip100_28	FALSE	NA	NA	5	1	1	1	1	0	0	0	1	0	1	1	1
SVSP_Cat1-hAT-Tip100_29	FALSE	30.8225	promoter	5	1	1	1	2	2	1	3	1	1	1	2	0
SVSP_Cat1-hAT-Tip100_30	TRUE	NA	NA	6	0	1	2	2	3	1	3	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_31	FALSE	NA	NA	5	1	1	2	2	2	0	0	1	0	1	1	1
SVSP_Cat1-hAT-Tip100_32	TRUE	7.25701	promoter	7	1	1	2	2	3	1	3	1	1	2	3	1
SVSP_Cat1-hAT-Tip100_33	TRUE	NA	NA	7	0	1	2	2	4	1	3	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_34	FALSE	NA	NA	5	0	1	1	2	1	0	0	1	0	1	1	1
SVSP_Cat1-hAT-Tip100_35	TRUE	206.364	promoter	7	1	1	2	2	3	1	3	1	1	2	3	1
SVSP_Cat1-hAT-Tip100_36	FALSE	NA	NA	6	1	0	1	2	2	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_37	FALSE	283.462	promoter	7	1	1	2	2	4	1	3	2	1	2	3	1
SVSP_Cat1-hAT-Tip100_38	FALSE	NA	NA	5	0	1	2	2	2	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_39	FALSE	NA	NA	7	1	1	2	2	3	1	3	1	1	2	3	1
SVSP_Cat1-hAT-Tip100_40	FALSE	17.5775	promoter	6	1	0	1	2	2	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_41	FALSE	NA	NA	7	1	1	2	2	4	0	3	2	0	2	3	1
SVSP_Cat1-hAT-Tip100_42	TRUE	NA	NA	3	1	1	0	1	0	1	2	0	1	0	2	0
SVSP_Cat1-hAT-Tip100_43	FALSE	NA	NA	5	0	1	0	1	0	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_44	FALSE	NA	NA	7	1	1	1	2	1	1	3	1	1	2	3	1
SVSP_Cat1-hAT-Tip100_45	FALSE	NA	NA	6	1	0	1	2	2	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_46	FALSE	NA	NA	7	1	1	2	2	3	1	2	2	1	2	3	1
SVSP_Cat1-hAT-Tip100_47	TRUE	2314.75	promoter	3	1	1	0	2	1	1	2	0	1	0	2	0
SVSP_Cat1-hAT-Tip100_48	FALSE	NA	NA	6	1	1	2	2	2	0	0	2	0	0	1	1
SVSP_Cat1-hAT-Tip100_49	TRUE	NA	NA	6	1	0	2	2	2	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_50	FALSE	NA	NA	6	1	1	2	2	2	0	0	2	0	0	1	1
SVSP_Cat1-hAT-Tip100_51	TRUE	NA	NA	6	1	0	2	2	2	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_52	TRUE	371.201	promoter	6	1	1	2	1	4	0	1	1	0	1	1	1
SVSP_Cat1-hAT-Tip100_53	FALSE	NA	NA	1	1	1	0	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_54	FALSE	NA	NA	1	1	1	0	0	0	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_55	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_56	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_57	FALSE	NA	NA	6	1	1	2	2	3	1	3	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_58	TRUE	NA	NA	3	0	0	1	0	1	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_59	TRUE	NA	NA	1	1	1	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_60	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_61	TRUE	371.201	enhancer	7	1	1	2	2	4	1	3	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_62	TRUE	NA	NA	3	0	0	1	0	1	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_63	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_64	TRUE	NA	NA	6	1	1	2	0	4	0	1	1	0	1	1	1
SVSP_Cat1-hAT-Tip100_65	FALSE	NA	NA	6	1	0	2	2	2	0	0	0	0	1	1	1
SVSP_Cat1-hAT-Tip100_66	FALSE	NA	NA	6	1	1	2	2	1	0	0	1	0	0	1	1
SVSP_Cat1-hAT-Tip100_67	FALSE	NA	NA	5	0	1	1	1	0	1	2	1	1	1	3	1
SVSP_Cat1-hAT-Tip100_68	TRUE	9128.32	promoter	6	0	1	2	2	3	1	2	2	1	2	3	1
SVSP_Cat1-hAT-Tip100_69	FALSE	9128.32	enhancer	5	0	1	1	1	2	0	0	2	0	0	1	1
SVSP_Cat1-hAT-Tip100_70	TRUE	9128.32	enhancer	7	1	1	2	2	4	1	2	2	1	1	2	1
SVSP_Cat1-hAT-Tip100_71	TRUE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_72	TRUE	128.915	promoter	7	1	1	0	0	2	1	2	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_73	FALSE	NA	NA	6	1	1	2	2	4	0	3	2	0	2	3	1
SVSP_Cat1-hAT-Tip100_74	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_75	TRUE	976.702	promoter	7	1	1	0	0	2	1	2	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_76	FALSE	168.965	promoter	0	0	0	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_77	FALSE	NA	NA	6	1	1	0	0	1	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_78	FALSE	NA	NA	1	1	1	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_79	TRUE	NA	NA	4	0	0	1	0	0	0	0	1	0	0	1	1
SVSP_Cat1-hAT-Tip100_80	TRUE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	2	1
SVSP_Cat1-hAT-Tip100_81	TRUE	NA	NA	1	1	1	1	1	1	0	0	0	0	0	0	0
SVSP_Cat1-hAT-Tip100_82	TRUE	NA	NA	2	0	0	1	0	1	0	0	1	0	0	1	1
SVSP_Cat1-hAT-Tip100_83	TRUE	3748.97	promoter	7	1	1	2	2	3	1	3	2	1	2	3	1
SVSP_Cat1-hAT-Tip100_84	TRUE	NA	NA	6	1	1	2	2	2	0	0	2	0	0	1	1
NonVen_Cat1-hAT-Tip100_219	FALSE	NA	NA	7	0	1	2	2	3	1	3	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_382	TRUE	NA	NA	0	0	0	1	0	3	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_4	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_404	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_338	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_339	FALSE	NA	NA	5	1	1	0	2	3	1	2	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_410	FALSE	NA	NA	3	0	0	1	0	0	0	0	1	0	0	1	1
NonVen_Cat1-hAT-Tip100_5	FALSE	NA	NA	5	0	1	2	1	3	1	1	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_6	FALSE	NA	NA	5	1	1	2	1	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_340	FALSE	NA	NA	1	1	0	1	0	2	0	1	0	0	0	2	0
NonVen_Cat1-hAT-Tip100_264	FALSE	NA	NA	5	0	0	0	0	1	0	0	1	0	0	2	0
NonVen_Cat1-hAT-Tip100_341	FALSE	NA	NA	3	0	0	1	0	0	0	0	0	0	0	0	1
NonVen_Cat1-hAT-Tip100_342	FALSE	NA	NA	2	1	1	1	1	2	1	1	0	1	0	2	0
NonVen_Cat1-hAT-Tip100_265	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_266	FALSE	NA	NA	6	1	0	2	1	3	1	0	2	0	0	0	0
NonVen_Cat1-hAT-Tip100_343	FALSE	NA	NA	5	1	1	1	1	4	1	1	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_315	TRUE	NA	NA	6	0	0	2	1	4	0	1	2	0	1	2	0
NonVen_Cat1-hAT-Tip100_316	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	0	0	0
NonVen_Cat1-hAT-Tip100_71	FALSE	NA	NA	3	0	0	0	0	1	0	0	1	0	0	0	1
NonVen_Cat1-hAT-Tip100_400	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_344	FALSE	NA	NA	6	0	1	2	1	4	1	1	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_345	FALSE	NA	NA	5	1	1	2	2	4	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_72	FALSE	NA	NA	4	0	0	1	0	1	0	0	0	0	1	0	1
NonVen_Cat1-hAT-Tip100_140	FALSE	NA	NA	7	1	1	2	2	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_383	TRUE	NA	NA	5	1	0	2	1	4	1	2	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_141	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_142	FALSE	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_143	FALSE	NA	NA	7	0	1	1	1	2	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_346	TRUE	NA	NA	2	1	1	1	2	2	1	2	1	1	2	2	0
NonVen_Cat1-hAT-Tip100_144	FALSE	NA	NA	0	0	0	1	1	2	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_145	FALSE	NA	NA	6	1	1	1	1	2	1	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_146	FALSE	NA	NA	0	0	0	1	1	2	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_147	FALSE	NA	NA	6	1	1	1	1	2	1	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_267	TRUE	NA	NA	3	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_7	FALSE	NA	NA	0	0	0	1	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_8	FALSE	NA	NA	3	1	0	0	0	2	1	2	1	1	2	0	0
NonVen_Cat1-hAT-Tip100_9	FALSE	NA	NA	6	1	1	1	2	4	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_347	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_148	FALSE	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_384	FALSE	NA	NA	6	1	1	1	2	4	1	2	1	1	2	3	0
NonVen_Cat1-hAT-Tip100_348	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_349	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_350	FALSE	NA	NA	6	1	1	2	0	3	0	1	2	0	1	3	1
NonVen_Cat1-hAT-Tip100_268	FALSE	NA	NA	4	0	1	0	0	2	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_269	FALSE	NA	NA	6	1	1	2	2	3	0	1	2	0	2	3	0
NonVen_Cat1-hAT-Tip100_10	FALSE	NA	NA	6	1	1	2	1	3	1	1	1	1	2	1	0
NonVen_Cat1-hAT-Tip100_11	FALSE	NA	NA	6	1	1	2	1	3	1	1	1	1	2	1	0
NonVen_Cat1-hAT-Tip100_73	FALSE	NA	NA	6	1	1	2	1	3	1	1	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_270	FALSE	NA	NA	7	1	1	1	2	4	1	3	2	1	2	3	0
NonVen_Cat1-hAT-Tip100_351	FALSE	NA	NA	4	1	1	2	1	3	1	1	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_352	FALSE	NA	NA	5	1	1	1	0	1	1	1	2	1	1	1	1
NonVen_Cat1-hAT-Tip100_353	FALSE	NA	NA	6	1	1	2	2	3	1	2	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_354	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_355	FALSE	NA	NA	6	1	1	2	2	4	1	3	2	1	2	3	0
NonVen_Cat1-hAT-Tip100_150	FALSE	NA	NA	5	0	0	1	0	2	0	2	2	0	2	2	1
NonVen_Cat1-hAT-Tip100_151	FALSE	NA	NA	0	0	0	0	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_356	FALSE	NA	NA	7	1	1	2	1	4	1	3	2	1	2	2	0
NonVen_Cat1-hAT-Tip100_357	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_152	TRUE	NA	NA	0	0	0	0	0	0	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_153	FALSE	NA	NA	5	1	0	1	0	2	0	2	2	0	2	2	1
NonVen_Cat1-hAT-Tip100_154	FALSE	NA	NA	0	0	0	0	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_271	FALSE	NA	NA	7	1	1	1	2	3	0	3	1	0	2	3	0
NonVen_Cat1-hAT-Tip100_12	FALSE	NA	NA	1	0	0	1	1	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_13	FALSE	NA	NA	6	1	0	1	1	2	1	0	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_358	FALSE	NA	NA	6	1	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_272	FALSE	NA	NA	4	0	0	1	0	1	0	0	1	0	0	1	1
NonVen_Cat1-hAT-Tip100_385	FALSE	NA	NA	7	1	0	2	1	3	1	3	1	1	2	2	1
NonVen_Cat1-hAT-Tip100_14	FALSE	NA	NA	5	0	0	2	2	4	1	2	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_273	FALSE	NA	NA	7	1	1	2	2	3	1	2	2	1	0	3	1
NonVen_Cat1-hAT-Tip100_274	FALSE	NA	NA	5	1	1	1	1	3	1	2	1	1	2	3	0
NonVen_Cat1-hAT-Tip100_386	FALSE	NA	NA	7	1	1	1	2	3	1	2	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_359	FALSE	NA	NA	5	1	1	2	2	3	1	2	2	1	2	1	0
NonVen_Cat1-hAT-Tip100_360	FALSE	NA	NA	3	0	1	1	1	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_361	FALSE	NA	NA	3	0	1	1	1	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_362	FALSE	NA	NA	2	0	1	1	2	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_363	FALSE	NA	NA	4	0	0	1	0	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_364	FALSE	NA	NA	7	1	1	2	0	4	1	3	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_365	FALSE	NA	NA	6	1	1	1	2	4	0	0	2	0	2	2	1
NonVen_Cat1-hAT-Tip100_366	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_367	FALSE	NA	NA	4	1	1	2	0	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_368	TRUE	NA	NA	4	0	0	1	0	0	0	0	0	0	0	1	1
NonVen_Cat1-hAT-Tip100_369	FALSE	NA	NA	0	0	0	1	0	0	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_370	FALSE	NA	NA	6	1	1	2	1	3	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_371	FALSE	NA	NA	1	0	0	1	0	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_372	FALSE	NA	NA	7	1	1	2	1	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_275	FALSE	NA	NA	6	1	1	2	1	3	0	1	2	0	2	1	1
NonVen_Cat1-hAT-Tip100_317	FALSE	NA	NA	4	1	1	1	1	1	1	0	2	0	1	0	0
NonVen_Cat1-hAT-Tip100_220	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_276	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_277	FALSE	NA	NA	6	1	1	1	1	3	0	0	2	0	0	1	1
NonVen_Cat1-hAT-Tip100_278	FALSE	NA	NA	3	1	1	1	0	2	1	3	0	1	1	2	0
NonVen_Cat1-hAT-Tip100_279	FALSE	NA	NA	4	0	0	1	0	1	0	0	2	0	0	1	1
NonVen_Cat1-hAT-Tip100_280	FALSE	NA	NA	5	1	1	2	1	3	0	1	2	0	1	3	1
NonVen_Cat1-hAT-Tip100_281	FALSE	NA	NA	6	1	1	0	1	4	1	2	0	1	1	3	1
NonVen_Cat1-hAT-Tip100_15	FALSE	NA	NA	7	1	1	2	2	4	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_282	TRUE	NA	NA	3	1	1	1	2	3	1	3	1	1	2	2	0
NonVen_Cat1-hAT-Tip100_283	FALSE	NA	NA	4	0	0	0	0	0	0	0	0	0	0	0	1
NonVen_Cat1-hAT-Tip100_284	FALSE	NA	NA	7	0	1	2	2	3	1	3	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_285	FALSE	NA	NA	7	1	1	2	1	4	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_286	TRUE	NA	NA	5	1	1	2	1	2	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_287	FALSE	NA	NA	6	1	1	1	2	1	1	1	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_155	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_373	FALSE	NA	NA	7	0	1	2	2	4	1	3	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_374	TRUE	NA	NA	5	0	0	1	2	3	1	3	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_375	FALSE	NA	NA	6	1	1	2	1	3	1	3	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_288	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_289	FALSE	NA	NA	6	1	1	2	1	4	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_16	FALSE	NA	NA	6	1	1	2	1	3	0	3	2	0	2	3	1
NonVen_Cat1-hAT-Tip100_17	FALSE	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_387	FALSE	NA	NA	3	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_388	FALSE	NA	NA	5	1	1	2	1	2	1	1	2	1	2	1	0
NonVen_Cat1-hAT-Tip100_290	FALSE	NA	NA	5	0	1	1	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_318	TRUE	NA	NA	7	1	1	1	2	4	1	3	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_156	FALSE	NA	NA	2	0	1	1	2	3	0	2	0	0	1	2	0
NonVen_Cat1-hAT-Tip100_18	FALSE	NA	NA	7	0	1	2	2	2	0	1	2	0	1	3	0
NonVen_Cat1-hAT-Tip100_389	FALSE	NA	NA	5	1	1	2	0	3	1	1	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_19	FALSE	NA	NA	6	1	1	2	2	4	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_20	FALSE	NA	NA	6	1	1	1	2	3	1	2	1	1	2	1	1
NonVen_Cat1-hAT-Tip100_291	TRUE	NA	NA	6	1	1	2	1	3	1	2	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_292	FALSE	NA	NA	6	1	0	1	1	2	0	2	1	0	1	2	0
NonVen_Cat1-hAT-Tip100_293	FALSE	NA	NA	5	1	1	1	1	4	0	2	2	0	2	3	1
NonVen_Cat1-hAT-Tip100_21	TRUE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_294	FALSE	NA	NA	6	1	1	1	1	3	1	1	2	1	0	2	1
NonVen_Cat1-hAT-Tip100_157	FALSE	NA	NA	7	1	1	1	1	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_158	FALSE	NA	NA	2	1	1	0	1	2	1	1	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_159	FALSE	NA	NA	5	0	1	1	1	2	0	0	1	0	1	1	1
NonVen_Cat1-hAT-Tip100_160	FALSE	NA	NA	0	0	0	1	0	1	0	0	2	0	1	0	0
NonVen_Cat1-hAT-Tip100_295	FALSE	NA	NA	5	1	1	1	1	1	1	1	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_296	FALSE	NA	NA	0	0	0	1	1	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_297	FALSE	NA	NA	2	1	0	1	1	0	1	1	0	1	0	2	0
NonVen_Cat1-hAT-Tip100_221	FALSE	NA	NA	5	1	1	1	2	3	0	1	1	0	2	3	1
NonVen_Cat1-hAT-Tip100_222	FALSE	NA	NA	6	1	1	2	2	3	1	1	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_22	FALSE	NA	NA	6	1	0	2	1	3	1	2	2	1	0	2	0
NonVen_Cat1-hAT-Tip100_299	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_300	FALSE	NA	NA	6	1	1	1	0	2	1	1	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_301	FALSE	NA	NA	1	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_23	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_302	FALSE	NA	NA	5	1	1	1	1	2	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_24	FALSE	NA	NA	6	0	0	2	1	3	1	2	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_390	FALSE	NA	NA	7	1	1	2	2	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_25	FALSE	NA	NA	7	0	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_319	FALSE	NA	NA	5	1	1	1	1	1	1	1	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_391	FALSE	NA	NA	6	1	0	1	2	2	1	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_392	FALSE	NA	NA	7	0	1	2	2	3	1	2	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_74	FALSE	NA	NA	4	1	1	2	2	3	1	2	2	1	2	2	0
NonVen_Cat1-hAT-Tip100_376	FALSE	NA	NA	5	1	1	2	2	4	0	3	1	0	1	3	0
NonVen_Cat1-hAT-Tip100_26	FALSE	NA	NA	2	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_27	FALSE	NA	NA	2	1	1	1	2	1	0	1	0	1	1	1	0
NonVen_Cat1-hAT-Tip100_28	FALSE	NA	NA	5	0	1	2	2	3	0	2	1	0	2	1	1
NonVen_Cat1-hAT-Tip100_29	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_393	FALSE	NA	NA	6	1	1	2	1	2	1	2	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_75	FALSE	NA	NA	5	0	1	2	1	1	1	2	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_161	FALSE	NA	NA	7	1	1	2	2	4	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_394	FALSE	NA	NA	7	1	0	1	1	2	1	2	2	1	2	3	0
NonVen_Cat1-hAT-Tip100_395	FALSE	NA	NA	7	1	0	0	1	1	1	2	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_396	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_377	FALSE	NA	NA	6	1	1	2	1	2	1	1	1	1	1	1	1
NonVen_Cat1-hAT-Tip100_223	FALSE	NA	NA	5	1	1	1	1	3	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_77	FALSE	NA	NA	3	0	0	0	0	0	0	0	1	0	1	0	1
NonVen_Cat1-hAT-Tip100_30	FALSE	NA	NA	2	0	1	1	2	2	1	2	0	1	1	1	0
NonVen_Cat1-hAT-Tip100_31	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_32	FALSE	NA	NA	6	1	1	1	1	3	0	0	1	0	1	2	0
NonVen_Cat1-hAT-Tip100_378	FALSE	NA	NA	6	1	1	2	2	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_33	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	1	3	0
NonVen_Cat1-hAT-Tip100_34	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_78	FALSE	NA	NA	6	1	1	2	2	3	1	2	0	1	1	3	0
NonVen_Cat1-hAT-Tip100_303	FALSE	NA	NA	6	1	0	0	0	1	0	0	2	0	1	2	1
NonVen_Cat1-hAT-Tip100_162	FALSE	NA	NA	5	1	1	0	2	3	1	3	2	1	2	1	1
NonVen_Cat1-hAT-Tip100_35	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	2	3	0
NonVen_Cat1-hAT-Tip100_36	FALSE	NA	NA	0	0	0	1	0	1	0	1	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_37	FALSE	NA	NA	5	0	1	1	1	2	0	1	2	0	1	2	0
NonVen_Cat1-hAT-Tip100_38	FALSE	NA	NA	0	0	0	0	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_39	FALSE	NA	NA	2	1	1	0	1	0	1	1	0	1	0	2	0
