id	chrom	start	end	strand	species	short_name
NonVen_Cv1-hAT-Tip100_386	scaffold-mi7	2234075	2234343	-	croVir3	NonVen_Cv1-hAT-Tip100_386
NonVen_Cat1-hAT-Tip100_1	scaffoldZ	8549551	8549584	-	croAtr2	NonVen_Cat1-hAT-Tip100_1
NonVen_Cat1-hAT-Tip100_2	scaffoldZ	11411932	11412336	+	croAtr2	NonVen_Cat1-hAT-Tip100_2
NonVen_Cat1-hAT-Tip100_3	scaffoldZ	11814074	11814456	-	croAtr2	NonVen_Cat1-hAT-Tip100_3
NonVen_Cat1-hAT-Tip100_4	scaffoldZ	14686012	14686148	+	croAtr2	NonVen_Cat1-hAT-Tip100_4
NonVen_Cat1-hAT-Tip100_5	scaffoldZ	17026570	17026955	-	croAtr2	NonVen_Cat1-hAT-Tip100_5
NonVen_Cat1-hAT-Tip100_6	scaffoldZ	17436320	17436722	+	croAtr2	NonVen_Cat1-hAT-Tip100_6
NonVen_Cat1-hAT-Tip100_7	scaffoldZ	33538623	33538680	+	croAtr2	NonVen_Cat1-hAT-Tip100_7
NonVen_Cat1-hAT-Tip100_8	scaffoldZ	33540346	33540576	+	croAtr2	NonVen_Cat1-hAT-Tip100_8
NonVen_Cat1-hAT-Tip100_9	scaffoldZ	33557485	33557887	+	croAtr2	NonVen_Cat1-hAT-Tip100_9
NonVen_Cat1-hAT-Tip100_10	scaffoldZ	37551691	37552040	+	croAtr2	NonVen_Cat1-hAT-Tip100_10
NonVen_Cat1-hAT-Tip100_11	scaffoldZ	37564212	37564561	+	croAtr2	NonVen_Cat1-hAT-Tip100_11
NonVen_Cat1-hAT-Tip100_12	scaffoldZ	43466170	43466272	+	croAtr2	NonVen_Cat1-hAT-Tip100_12
NonVen_Cat1-hAT-Tip100_13	scaffoldZ	43466652	43466951	+	croAtr2	NonVen_Cat1-hAT-Tip100_13
NonVen_Cat1-hAT-Tip100_14	scaffoldZ	45853473	45853877	-	croAtr2	NonVen_Cat1-hAT-Tip100_14
NonVen_Cat1-hAT-Tip100_15	scaffoldZ	55525365	55525770	+	croAtr2	NonVen_Cat1-hAT-Tip100_15
NonVen_Cat1-hAT-Tip100_16	scaffoldZ	60540330	60540712	-	croAtr2	NonVen_Cat1-hAT-Tip100_16
NonVen_Cat1-hAT-Tip100_17	scaffoldZ	60544235	60544292	-	croAtr2	NonVen_Cat1-hAT-Tip100_17
NonVen_Cat1-hAT-Tip100_18	scaffoldZ	68159707	68160108	-	croAtr2	NonVen_Cat1-hAT-Tip100_18
NonVen_Cat1-hAT-Tip100_19	scaffoldZ	69007245	69007635	+	croAtr2	NonVen_Cat1-hAT-Tip100_19
NonVen_Cat1-hAT-Tip100_20	scaffoldZ	69012888	69013277	+	croAtr2	NonVen_Cat1-hAT-Tip100_20
NonVen_Cat1-hAT-Tip100_21	scaffoldZ	70708232	70708400	+	croAtr2	NonVen_Cat1-hAT-Tip100_21
NonVen_Cat1-hAT-Tip100_22	scaffoldZ	72594603	72595000	-	croAtr2	NonVen_Cat1-hAT-Tip100_22
NonVen_Cat1-hAT-Tip100_23	scaffoldZ	72855593	72855760	-	croAtr2	NonVen_Cat1-hAT-Tip100_23
NonVen_Cat1-hAT-Tip100_24	scaffoldZ	73507624	73508024	-	croAtr2	NonVen_Cat1-hAT-Tip100_24
NonVen_Cat1-hAT-Tip100_25	scaffoldZ	74526694	74527100	-	croAtr2	NonVen_Cat1-hAT-Tip100_25
NonVen_Cat1-hAT-Tip100_26	scaffoldZ	76622763	76622905	-	croAtr2	NonVen_Cat1-hAT-Tip100_26
NonVen_Cat1-hAT-Tip100_27	scaffoldZ	76623038	76623279	-	croAtr2	NonVen_Cat1-hAT-Tip100_27
NonVen_Cat1-hAT-Tip100_28	scaffoldZ	76816289	76816644	+	croAtr2	NonVen_Cat1-hAT-Tip100_28
NonVen_Cat1-hAT-Tip100_29	scaffoldZ	76827654	76828055	+	croAtr2	NonVen_Cat1-hAT-Tip100_29
NonVen_Cat1-hAT-Tip100_30	scaffoldZ	83142382	83142609	+	croAtr2	NonVen_Cat1-hAT-Tip100_30
NonVen_Cat1-hAT-Tip100_31	scaffoldZ	83142610	83142663	+	croAtr2	NonVen_Cat1-hAT-Tip100_31
NonVen_Cat1-hAT-Tip100_32	scaffoldZ	83149001	83149344	+	croAtr2	NonVen_Cat1-hAT-Tip100_32
NonVen_Cat1-hAT-Tip100_33	scaffoldZ	85122565	85122889	+	croAtr2	NonVen_Cat1-hAT-Tip100_33
NonVen_Cat1-hAT-Tip100_34	scaffoldZ	85123322	85123410	+	croAtr2	NonVen_Cat1-hAT-Tip100_34
NonVen_Cat1-hAT-Tip100_35	scaffoldZ	88295260	88295608	+	croAtr2	NonVen_Cat1-hAT-Tip100_35
NonVen_Cat1-hAT-Tip100_36	scaffoldZ	88475285	88475368	-	croAtr2	NonVen_Cat1-hAT-Tip100_36
NonVen_Cat1-hAT-Tip100_37	scaffoldZ	88851368	88851740	-	croAtr2	NonVen_Cat1-hAT-Tip100_37
NonVen_Cat1-hAT-Tip100_38	scaffoldZ	88852400	88852427	-	croAtr2	NonVen_Cat1-hAT-Tip100_38
NonVen_Cat1-hAT-Tip100_39	scaffoldZ	89847063	89847148	+	croAtr2	NonVen_Cat1-hAT-Tip100_39
NonVen_Cat1-hAT-Tip100_40	scaffoldZ	89847745	89847919	+	croAtr2	NonVen_Cat1-hAT-Tip100_40
NonVen_Cat1-hAT-Tip100_41	scaffoldZ	90242633	90243037	-	croAtr2	NonVen_Cat1-hAT-Tip100_41
NonVen_Cat1-hAT-Tip100_42	scaffoldZ	90624639	90624736	+	croAtr2	NonVen_Cat1-hAT-Tip100_42
NonVen_Cat1-hAT-Tip100_43	scaffoldZ	90624766	90625044	+	croAtr2	NonVen_Cat1-hAT-Tip100_43
NonVen_Cat1-hAT-Tip100_44	scaffoldZ	90632621	90632816	+	croAtr2	NonVen_Cat1-hAT-Tip100_44
NonVen_Cat1-hAT-Tip100_45	scaffoldZ	90648161	90648386	+	croAtr2	NonVen_Cat1-hAT-Tip100_45
NonVen_Cat1-hAT-Tip100_46	scaffoldZ	92392729	92393131	+	croAtr2	NonVen_Cat1-hAT-Tip100_46
NonVen_Cat1-hAT-Tip100_47	scaffoldZ	96262021	96262101	+	croAtr2	NonVen_Cat1-hAT-Tip100_47
NonVen_Cat1-hAT-Tip100_48	scaffoldZ	96413548	96413629	+	croAtr2	NonVen_Cat1-hAT-Tip100_48
NonVen_Cat1-hAT-Tip100_49	scaffoldZ	96643827	96644228	+	croAtr2	NonVen_Cat1-hAT-Tip100_49
NonVen_Cat1-hAT-Tip100_50	scaffoldZ	98180454	98180858	+	croAtr2	NonVen_Cat1-hAT-Tip100_50
NonVen_Cat1-hAT-Tip100_51	scaffoldZ	98352344	98352743	+	croAtr2	NonVen_Cat1-hAT-Tip100_51
NonVen_Cat1-hAT-Tip100_52	scaffoldZ	107706253	107706652	+	croAtr2	NonVen_Cat1-hAT-Tip100_52
NonVen_Cat1-hAT-Tip100_53	scaffoldZ	107733112	107733477	+	croAtr2	NonVen_Cat1-hAT-Tip100_53
NonVen_Cat1-hAT-Tip100_54	scaffoldZ	111801250	111801602	-	croAtr2	NonVen_Cat1-hAT-Tip100_54
NonVen_Cat1-hAT-Tip100_55	scaffoldZ	112331019	112331398	+	croAtr2	NonVen_Cat1-hAT-Tip100_55
NonVen_Cat1-hAT-Tip100_56	scaffoldZ	117436050	117436442	-	croAtr2	NonVen_Cat1-hAT-Tip100_56
NonVen_Cat1-hAT-Tip100_57	scaffoldZ	127666974	127667160	+	croAtr2	NonVen_Cat1-hAT-Tip100_57
NonVen_Cat1-hAT-Tip100_58	scaffoldZ	127667533	127667699	+	croAtr2	NonVen_Cat1-hAT-Tip100_58
NonVen_Cat1-hAT-Tip100_59	scaffoldZ	129890961	129891363	-	croAtr2	NonVen_Cat1-hAT-Tip100_59
NonVen_Cat1-hAT-Tip100_60	scaffoldZ	137666717	137667120	+	croAtr2	NonVen_Cat1-hAT-Tip100_60
NonVen_Cat1-hAT-Tip100_61	scaffoldZ	140109604	140109788	-	croAtr2	NonVen_Cat1-hAT-Tip100_61
NonVen_Cat1-hAT-Tip100_62	scaffoldZ	143084474	143084645	-	croAtr2	NonVen_Cat1-hAT-Tip100_62
NonVen_Cat1-hAT-Tip100_63	scaffoldZ	143462684	143462847	-	croAtr2	NonVen_Cat1-hAT-Tip100_63
NonVen_Cat1-hAT-Tip100_64	scaffoldZ	147927765	147928052	-	croAtr2	NonVen_Cat1-hAT-Tip100_64
NonVen_Cat1-hAT-Tip100_65	scaffoldZ	148552671	148552958	-	croAtr2	NonVen_Cat1-hAT-Tip100_65
NonVen_Cat1-hAT-Tip100_66	scaffoldZ	151267182	151267552	+	croAtr2	NonVen_Cat1-hAT-Tip100_66
NonVen_Cat1-hAT-Tip100_67	scaffoldZ	151320653	151320693	+	croAtr2	NonVen_Cat1-hAT-Tip100_67
NonVen_Cat1-hAT-Tip100_68	scaffoldZ	208389338	208389741	-	croAtr2	NonVen_Cat1-hAT-Tip100_68
NonVen_Cat1-hAT-Tip100_69	scaffoldma1	4920212	4920615	+	croAtr2	NonVen_Cat1-hAT-Tip100_69
NonVen_Cat1-hAT-Tip100_70	scaffoldma1	5160240	5160606	-	croAtr2	NonVen_Cat1-hAT-Tip100_70
NonVen_Cat1-hAT-Tip100_71	scaffoldma1	25825146	25825298	+	croAtr2	NonVen_Cat1-hAT-Tip100_71
NonVen_Cat1-hAT-Tip100_72	scaffoldma1	27288266	27288458	-	croAtr2	NonVen_Cat1-hAT-Tip100_72
NonVen_Cat1-hAT-Tip100_73	scaffoldma1	37810306	37810698	-	croAtr2	NonVen_Cat1-hAT-Tip100_73
NonVen_Cat1-hAT-Tip100_74	scaffoldma1	75453082	75453491	+	croAtr2	NonVen_Cat1-hAT-Tip100_74
NonVen_Cat1-hAT-Tip100_75	scaffoldma1	78221241	78221607	-	croAtr2	NonVen_Cat1-hAT-Tip100_75
NonVen_Cat1-hAT-Tip100_76	scaffoldma1	80164314	80164333	+	croAtr2	NonVen_Cat1-hAT-Tip100_76
NonVen_Cat1-hAT-Tip100_77	scaffoldma1	81582354	81582524	+	croAtr2	NonVen_Cat1-hAT-Tip100_77
NonVen_Cat1-hAT-Tip100_78	scaffoldma1	85507864	85508269	+	croAtr2	NonVen_Cat1-hAT-Tip100_78
NonVen_Cat1-hAT-Tip100_79	scaffoldma1	95653887	95654290	+	croAtr2	NonVen_Cat1-hAT-Tip100_79
NonVen_Cat1-hAT-Tip100_80	scaffoldma1	107308865	107309273	+	croAtr2	NonVen_Cat1-hAT-Tip100_80
NonVen_Cat1-hAT-Tip100_81	scaffoldma1	112017140	112017542	+	croAtr2	NonVen_Cat1-hAT-Tip100_81
NonVen_Cat1-hAT-Tip100_82	scaffoldma1	112241154	112241558	+	croAtr2	NonVen_Cat1-hAT-Tip100_82
NonVen_Cat1-hAT-Tip100_83	scaffoldma1	121562390	121562794	+	croAtr2	NonVen_Cat1-hAT-Tip100_83
NonVen_Cat1-hAT-Tip100_84	scaffoldma1	126915399	126915799	-	croAtr2	NonVen_Cat1-hAT-Tip100_84
NonVen_Cat1-hAT-Tip100_85	scaffoldma1	127108925	127109323	-	croAtr2	NonVen_Cat1-hAT-Tip100_85
NonVen_Cat1-hAT-Tip100_86	scaffoldma1	128966563	128966905	+	croAtr2	NonVen_Cat1-hAT-Tip100_86
NonVen_Cat1-hAT-Tip100_87	scaffoldma1	128992907	128993256	-	croAtr2	NonVen_Cat1-hAT-Tip100_87
NonVen_Cat1-hAT-Tip100_88	scaffoldma1	129055342	129055686	+	croAtr2	NonVen_Cat1-hAT-Tip100_88
NonVen_Cat1-hAT-Tip100_89	scaffoldma1	140113884	140114282	+	croAtr2	NonVen_Cat1-hAT-Tip100_89
NonVen_Cat1-hAT-Tip100_90	scaffoldma1	159125098	159125291	-	croAtr2	NonVen_Cat1-hAT-Tip100_90
NonVen_Cat1-hAT-Tip100_91	scaffoldma1	161891980	161892379	-	croAtr2	NonVen_Cat1-hAT-Tip100_91
NonVen_Cat1-hAT-Tip100_92	scaffoldma1	161893001	161893046	+	croAtr2	NonVen_Cat1-hAT-Tip100_92
NonVen_Cat1-hAT-Tip100_93	scaffoldma1	164804453	164804861	+	croAtr2	NonVen_Cat1-hAT-Tip100_93
NonVen_Cat1-hAT-Tip100_94	scaffoldma1	171263247	171263623	-	croAtr2	NonVen_Cat1-hAT-Tip100_94
NonVen_Cat1-hAT-Tip100_95	scaffoldma1	171263737	171263771	-	croAtr2	NonVen_Cat1-hAT-Tip100_95
NonVen_Cat1-hAT-Tip100_96	scaffoldma1	178207914	178208310	-	croAtr2	NonVen_Cat1-hAT-Tip100_96
NonVen_Cat1-hAT-Tip100_97	scaffoldma1	195308297	195308700	+	croAtr2	NonVen_Cat1-hAT-Tip100_97
NonVen_Cat1-hAT-Tip100_98	scaffoldma1	195312732	195312960	+	croAtr2	NonVen_Cat1-hAT-Tip100_98
NonVen_Cat1-hAT-Tip100_99	scaffoldma1	196220943	196221219	-	croAtr2	NonVen_Cat1-hAT-Tip100_99
NonVen_Cat1-hAT-Tip100_100	scaffoldma1	199388859	199389259	+	croAtr2	NonVen_Cat1-hAT-Tip100_100
NonVen_Cat1-hAT-Tip100_101	scaffoldma1	202999410	202999822	-	croAtr2	NonVen_Cat1-hAT-Tip100_101
NonVen_Cat1-hAT-Tip100_102	scaffoldma1	204457696	204458087	-	croAtr2	NonVen_Cat1-hAT-Tip100_102
NonVen_Cat1-hAT-Tip100_103	scaffoldma1	206192599	206193004	+	croAtr2	NonVen_Cat1-hAT-Tip100_103
NonVen_Cat1-hAT-Tip100_104	scaffoldma1	209636840	209637231	+	croAtr2	NonVen_Cat1-hAT-Tip100_104
NonVen_Cat1-hAT-Tip100_105	scaffoldma1	221573654	221573983	+	croAtr2	NonVen_Cat1-hAT-Tip100_105
NonVen_Cat1-hAT-Tip100_106	scaffoldma1	221574355	221574397	+	croAtr2	NonVen_Cat1-hAT-Tip100_106
NonVen_Cat1-hAT-Tip100_107	scaffoldma1	225547492	225547625	+	croAtr2	NonVen_Cat1-hAT-Tip100_107
NonVen_Cat1-hAT-Tip100_108	scaffoldma1	236322216	236322274	+	croAtr2	NonVen_Cat1-hAT-Tip100_108
NonVen_Cat1-hAT-Tip100_109	scaffoldma1	236329970	236330070	+	croAtr2	NonVen_Cat1-hAT-Tip100_109
NonVen_Cat1-hAT-Tip100_110	scaffoldma1	237573678	237574085	+	croAtr2	NonVen_Cat1-hAT-Tip100_110
NonVen_Cat1-hAT-Tip100_111	scaffoldma1	238829148	238829250	-	croAtr2	NonVen_Cat1-hAT-Tip100_111
NonVen_Cat1-hAT-Tip100_112	scaffoldma1	243146772	243147121	+	croAtr2	NonVen_Cat1-hAT-Tip100_112
NonVen_Cat1-hAT-Tip100_113	scaffoldma1	243567042	243567433	+	croAtr2	NonVen_Cat1-hAT-Tip100_113
NonVen_Cat1-hAT-Tip100_114	scaffoldma1	247872915	247873317	-	croAtr2	NonVen_Cat1-hAT-Tip100_114
NonVen_Cat1-hAT-Tip100_115	scaffoldma1	249752934	249753301	+	croAtr2	NonVen_Cat1-hAT-Tip100_115
NonVen_Cat1-hAT-Tip100_116	scaffoldma1	249753528	249753578	+	croAtr2	NonVen_Cat1-hAT-Tip100_116
NonVen_Cat1-hAT-Tip100_117	scaffoldma1	263351971	263352384	-	croAtr2	NonVen_Cat1-hAT-Tip100_117
NonVen_Cat1-hAT-Tip100_118	scaffoldma1	263435217	263435638	-	croAtr2	NonVen_Cat1-hAT-Tip100_118
NonVen_Cat1-hAT-Tip100_119	scaffoldma1	267006730	267007119	+	croAtr2	NonVen_Cat1-hAT-Tip100_119
NonVen_Cat1-hAT-Tip100_120	scaffoldma1	272787399	272787777	-	croAtr2	NonVen_Cat1-hAT-Tip100_120
NonVen_Cat1-hAT-Tip100_121	scaffoldma1	274132718	274133119	-	croAtr2	NonVen_Cat1-hAT-Tip100_121
NonVen_Cat1-hAT-Tip100_122	scaffoldma1	281294668	281295071	-	croAtr2	NonVen_Cat1-hAT-Tip100_122
NonVen_Cat1-hAT-Tip100_123	scaffoldma1	296416916	296417310	-	croAtr2	NonVen_Cat1-hAT-Tip100_123
NonVen_Cat1-hAT-Tip100_124	scaffoldma1	298599899	298600300	-	croAtr2	NonVen_Cat1-hAT-Tip100_124
NonVen_Cat1-hAT-Tip100_125	scaffoldma1	328735304	328735685	-	croAtr2	NonVen_Cat1-hAT-Tip100_125
NonVen_Cat1-hAT-Tip100_126	scaffoldma1	354773077	354773479	-	croAtr2	NonVen_Cat1-hAT-Tip100_126
NonVen_Cat1-hAT-Tip100_127	scaffoldma1	364729822	364730042	-	croAtr2	NonVen_Cat1-hAT-Tip100_127
NonVen_Cat1-hAT-Tip100_128	scaffoldma1	368813657	368814013	+	croAtr2	NonVen_Cat1-hAT-Tip100_128
NonVen_Cat1-hAT-Tip100_129	scaffoldma1	368814139	368814183	+	croAtr2	NonVen_Cat1-hAT-Tip100_129
NonVen_Cat1-hAT-Tip100_130	scaffoldma1	375839388	375839777	+	croAtr2	NonVen_Cat1-hAT-Tip100_130
NonVen_Cat1-hAT-Tip100_131	scaffoldma1	381273935	381274284	-	croAtr2	NonVen_Cat1-hAT-Tip100_131
NonVen_Cat1-hAT-Tip100_132	scaffoldma1	381334986	381335330	+	croAtr2	NonVen_Cat1-hAT-Tip100_132
NonVen_Cat1-hAT-Tip100_133	scaffoldma1	389581857	389582258	-	croAtr2	NonVen_Cat1-hAT-Tip100_133
NonVen_Cat1-hAT-Tip100_134	scaffoldma1	392260834	392261238	+	croAtr2	NonVen_Cat1-hAT-Tip100_134
NonVen_Cat1-hAT-Tip100_135	scaffoldma1	392265322	392265550	+	croAtr2	NonVen_Cat1-hAT-Tip100_135
NonVen_Cat1-hAT-Tip100_136	scaffoldma1	398022332	398022387	+	croAtr2	NonVen_Cat1-hAT-Tip100_136
NonVen_Cat1-hAT-Tip100_137	scaffoldma1	398030043	398030143	+	croAtr2	NonVen_Cat1-hAT-Tip100_137
NonVen_Cat1-hAT-Tip100_138	scaffoldma2	8771551	8771749	+	croAtr2	NonVen_Cat1-hAT-Tip100_138
NonVen_Cat1-hAT-Tip100_139	scaffoldma2	10110400	10110671	+	croAtr2	NonVen_Cat1-hAT-Tip100_139
NonVen_Cat1-hAT-Tip100_140	scaffoldma2	28376594	28376992	-	croAtr2	NonVen_Cat1-hAT-Tip100_140
NonVen_Cat1-hAT-Tip100_141	scaffoldma2	31138883	31138960	-	croAtr2	NonVen_Cat1-hAT-Tip100_141
NonVen_Cat1-hAT-Tip100_142	scaffoldma2	31577314	31577366	+	croAtr2	NonVen_Cat1-hAT-Tip100_142
NonVen_Cat1-hAT-Tip100_143	scaffoldma2	31584504	31584867	+	croAtr2	NonVen_Cat1-hAT-Tip100_143
NonVen_Cat1-hAT-Tip100_144	scaffoldma2	32240295	32240408	+	croAtr2	NonVen_Cat1-hAT-Tip100_144
NonVen_Cat1-hAT-Tip100_145	scaffoldma2	32240550	32240846	+	croAtr2	NonVen_Cat1-hAT-Tip100_145
NonVen_Cat1-hAT-Tip100_146	scaffoldma2	32248744	32248857	+	croAtr2	NonVen_Cat1-hAT-Tip100_146
NonVen_Cat1-hAT-Tip100_147	scaffoldma2	32248999	32249295	+	croAtr2	NonVen_Cat1-hAT-Tip100_147
NonVen_Cat1-hAT-Tip100_148	scaffoldma2	34594999	34595081	+	croAtr2	NonVen_Cat1-hAT-Tip100_148
NonVen_Cat1-hAT-Tip100_149	scaffoldma2	40048304	40048411	+	croAtr2	NonVen_Cat1-hAT-Tip100_149
NonVen_Cat1-hAT-Tip100_150	scaffoldma2	40051694	40052059	-	croAtr2	NonVen_Cat1-hAT-Tip100_150
NonVen_Cat1-hAT-Tip100_151	scaffoldma2	40052249	40052276	-	croAtr2	NonVen_Cat1-hAT-Tip100_151
NonVen_Cat1-hAT-Tip100_152	scaffoldma2	40234217	40234324	+	croAtr2	NonVen_Cat1-hAT-Tip100_152
NonVen_Cat1-hAT-Tip100_153	scaffoldma2	40238690	40239052	-	croAtr2	NonVen_Cat1-hAT-Tip100_153
NonVen_Cat1-hAT-Tip100_154	scaffoldma2	40239241	40239268	-	croAtr2	NonVen_Cat1-hAT-Tip100_154
NonVen_Cat1-hAT-Tip100_155	scaffoldma2	59026962	59027091	-	croAtr2	NonVen_Cat1-hAT-Tip100_155
NonVen_Cat1-hAT-Tip100_156	scaffoldma2	64303538	64303752	+	croAtr2	NonVen_Cat1-hAT-Tip100_156
NonVen_Cat1-hAT-Tip100_157	scaffoldma2	71001494	71001897	+	croAtr2	NonVen_Cat1-hAT-Tip100_157
NonVen_Cat1-hAT-Tip100_158	scaffoldma2	71307976	71308166	-	croAtr2	NonVen_Cat1-hAT-Tip100_158
NonVen_Cat1-hAT-Tip100_159	scaffoldma2	71376601	71376885	-	croAtr2	NonVen_Cat1-hAT-Tip100_159
NonVen_Cat1-hAT-Tip100_160	scaffoldma2	71398699	71398763	-	croAtr2	NonVen_Cat1-hAT-Tip100_160
NonVen_Cat1-hAT-Tip100_161	scaffoldma2	78916492	78916863	+	croAtr2	NonVen_Cat1-hAT-Tip100_161
NonVen_Cat1-hAT-Tip100_162	scaffoldma2	86527048	86527449	-	croAtr2	NonVen_Cat1-hAT-Tip100_162
NonVen_Cat1-hAT-Tip100_163	scaffoldma2	94597744	94597909	+	croAtr2	NonVen_Cat1-hAT-Tip100_163
NonVen_Cat1-hAT-Tip100_164	scaffoldma2	112603496	112603646	-	croAtr2	NonVen_Cat1-hAT-Tip100_164
NonVen_Cat1-hAT-Tip100_165	scaffoldma2	121826962	121827343	-	croAtr2	NonVen_Cat1-hAT-Tip100_165
NonVen_Cat1-hAT-Tip100_166	scaffoldma2	140615240	140615593	+	croAtr2	NonVen_Cat1-hAT-Tip100_166
NonVen_Cat1-hAT-Tip100_167	scaffoldma2	140616000	140616032	+	croAtr2	NonVen_Cat1-hAT-Tip100_167
NonVen_Cat1-hAT-Tip100_168	scaffoldma2	147323221	147323627	-	croAtr2	NonVen_Cat1-hAT-Tip100_168
NonVen_Cat1-hAT-Tip100_169	scaffoldma2	154063295	154063700	-	croAtr2	NonVen_Cat1-hAT-Tip100_169
NonVen_Cat1-hAT-Tip100_170	scaffoldma2	170395991	170396105	-	croAtr2	NonVen_Cat1-hAT-Tip100_170
NonVen_Cat1-hAT-Tip100_171	scaffoldma2	170396164	170396300	-	croAtr2	NonVen_Cat1-hAT-Tip100_171
NonVen_Cat1-hAT-Tip100_172	scaffoldma2	177383297	177383474	+	croAtr2	NonVen_Cat1-hAT-Tip100_172
NonVen_Cat1-hAT-Tip100_173	scaffoldma2	177383607	177383836	+	croAtr2	NonVen_Cat1-hAT-Tip100_173
NonVen_Cat1-hAT-Tip100_174	scaffoldma2	180920571	180920939	+	croAtr2	NonVen_Cat1-hAT-Tip100_174
NonVen_Cat1-hAT-Tip100_175	scaffoldma2	180921724	180921798	+	croAtr2	NonVen_Cat1-hAT-Tip100_175
NonVen_Cat1-hAT-Tip100_176	scaffoldma2	183207172	183207578	+	croAtr2	NonVen_Cat1-hAT-Tip100_176
NonVen_Cat1-hAT-Tip100_177	scaffoldma2	187730533	187730585	+	croAtr2	NonVen_Cat1-hAT-Tip100_177
NonVen_Cat1-hAT-Tip100_178	scaffoldma2	187737735	187738098	+	croAtr2	NonVen_Cat1-hAT-Tip100_178
NonVen_Cat1-hAT-Tip100_179	scaffoldma2	187790424	187790819	+	croAtr2	NonVen_Cat1-hAT-Tip100_179
NonVen_Cat1-hAT-Tip100_180	scaffoldma2	193698498	193698716	+	croAtr2	NonVen_Cat1-hAT-Tip100_180
NonVen_Cat1-hAT-Tip100_181	scaffoldma2	193700469	193700639	+	croAtr2	NonVen_Cat1-hAT-Tip100_181
NonVen_Cat1-hAT-Tip100_182	scaffoldma2	193702621	193703023	+	croAtr2	NonVen_Cat1-hAT-Tip100_182
NonVen_Cat1-hAT-Tip100_183	scaffoldma2	193776338	193776414	+	croAtr2	NonVen_Cat1-hAT-Tip100_183
NonVen_Cat1-hAT-Tip100_184	scaffoldma2	201595476	201595772	-	croAtr2	NonVen_Cat1-hAT-Tip100_184
NonVen_Cat1-hAT-Tip100_185	scaffoldma2	201595917	201596030	-	croAtr2	NonVen_Cat1-hAT-Tip100_185
NonVen_Cat1-hAT-Tip100_186	scaffoldma2	201603897	201604194	-	croAtr2	NonVen_Cat1-hAT-Tip100_186
NonVen_Cat1-hAT-Tip100_187	scaffoldma2	201604319	201604431	-	croAtr2	NonVen_Cat1-hAT-Tip100_187
NonVen_Cat1-hAT-Tip100_188	scaffoldma2	206587250	206587651	+	croAtr2	NonVen_Cat1-hAT-Tip100_188
NonVen_Cat1-hAT-Tip100_189	scaffoldma2	211122941	211123312	-	croAtr2	NonVen_Cat1-hAT-Tip100_189
NonVen_Cat1-hAT-Tip100_190	scaffoldma2	212600196	212600588	+	croAtr2	NonVen_Cat1-hAT-Tip100_190
NonVen_Cat1-hAT-Tip100_191	scaffoldma2	213625806	213626210	-	croAtr2	NonVen_Cat1-hAT-Tip100_191
NonVen_Cat1-hAT-Tip100_192	scaffoldma2	217560641	217560675	+	croAtr2	NonVen_Cat1-hAT-Tip100_192
NonVen_Cat1-hAT-Tip100_193	scaffoldma2	217560744	217561075	+	croAtr2	NonVen_Cat1-hAT-Tip100_193
NonVen_Cat1-hAT-Tip100_194	scaffoldma2	219853129	219853251	-	croAtr2	NonVen_Cat1-hAT-Tip100_194
NonVen_Cat1-hAT-Tip100_195	scaffoldma2	225909187	225909562	+	croAtr2	NonVen_Cat1-hAT-Tip100_195
NonVen_Cat1-hAT-Tip100_196	scaffoldma2	226411202	226411577	-	croAtr2	NonVen_Cat1-hAT-Tip100_196
NonVen_Cat1-hAT-Tip100_197	scaffoldma2	229966643	229966725	+	croAtr2	NonVen_Cat1-hAT-Tip100_197
NonVen_Cat1-hAT-Tip100_198	scaffoldma2	230442335	230442738	+	croAtr2	NonVen_Cat1-hAT-Tip100_198
NonVen_Cat1-hAT-Tip100_199	scaffoldma2	234099504	234099908	+	croAtr2	NonVen_Cat1-hAT-Tip100_199
NonVen_Cat1-hAT-Tip100_200	scaffoldma2	240759862	240760260	-	croAtr2	NonVen_Cat1-hAT-Tip100_200
NonVen_Cat1-hAT-Tip100_201	scaffoldma2	244404267	244404661	-	croAtr2	NonVen_Cat1-hAT-Tip100_201
NonVen_Cat1-hAT-Tip100_202	scaffoldma2	249529863	249530268	-	croAtr2	NonVen_Cat1-hAT-Tip100_202
NonVen_Cat1-hAT-Tip100_203	scaffoldma2	259280839	259281243	+	croAtr2	NonVen_Cat1-hAT-Tip100_203
NonVen_Cat1-hAT-Tip100_204	scaffoldma2	259294126	259294516	+	croAtr2	NonVen_Cat1-hAT-Tip100_204
NonVen_Cat1-hAT-Tip100_205	scaffoldma2	262114283	262114673	+	croAtr2	NonVen_Cat1-hAT-Tip100_205
NonVen_Cat1-hAT-Tip100_206	scaffoldma2	274599866	274600250	-	croAtr2	NonVen_Cat1-hAT-Tip100_206
NonVen_Cat1-hAT-Tip100_207	scaffoldma2	276645704	276646087	+	croAtr2	NonVen_Cat1-hAT-Tip100_207
NonVen_Cat1-hAT-Tip100_208	scaffoldma2	290198289	290198665	-	croAtr2	NonVen_Cat1-hAT-Tip100_208
NonVen_Cat1-hAT-Tip100_209	scaffoldma2	290198807	290198835	-	croAtr2	NonVen_Cat1-hAT-Tip100_209
NonVen_Cat1-hAT-Tip100_210	scaffoldma2	290204201	290204569	-	croAtr2	NonVen_Cat1-hAT-Tip100_210
